#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-29T22:56:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cc604a26b63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/19&tab:{V/19/data}&key:source=V/19/data&HTTPPRM:&&-ref=VIZ5cc604a26b63&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=Cl&-out=N&-out=ID&-out=B-V&-out=Vmag&-out=LC&-out=log.Teff&-out=logL&-out=Age&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=V/19/data
#-order=I
#-out=log.Teff
#-out=logL
#

#RESOURCE=yCat_5019
#Name: V/19
#Title: Masses and Ages of Stars in 68 Open Clusters (Piskunov 1980)
#Table	V_19_data:
#Name: V/19/data
#Title: Data for individual stars
#Column	log.Teff	(F6.3)	Logarithm of effective temperature	[ucd=phys.temperature.effective]
#Column	logL	(F5.2)	Logarithm of luminosity	[ucd=phys.luminosity]
log.Teff;logL
 4.062; 2.01
 4.010; 1.89
 4.040; 1.82
 3.956; 1.68
 3.975; 1.68
 3.975; 1.68
 3.975; 1.68
 3.956; 1.64
 3.956; 1.64
 3.956; 1.64
 3.981; 1.66
 4.062; 1.78
 4.010; 1.64
 4.040; 1.68
 4.020; 1.63
 4.050; 1.67
 3.941; 1.51
 3.941; 1.51
 3.941; 1.51
 3.994; 1.57
 3.975; 1.43
 3.981; 1.36
 3.975; 1.33
 3.936; 1.26
 3.923; 1.25
 3.956; 1.26
 3.892; 1.07
 3.914; 1.05
 3.914; 1.00
 3.892; 0.93
 3.885; 0.92
 3.881; 0.86
 3.657; 3.43
 3.657; 3.43
 3.657; 3.43
 4.450; 3.90
 4.225; 3.24
 4.225; 3.24
 4.225; 3.24
 4.117; 2.90
 3.679; 2.66
 3.679; 2.66
 3.679; 2.66
 4.375; 3.39
 3.664; 2.63
 3.664; 2.63
 3.664; 2.63
 4.283; 3.12
 4.200; 2.68
 4.150; 2.54
 5.450; 6.00
 4.167; 2.48
 4.212; 2.58
 4.325; 2.83
 4.350; 2.87
 4.200; 2.50
 4.117; 2.29
 4.283; 2.68
 4.200; 2.46
 4.050; 2.13
 4.040; 2.09
 4.283; 2.64
 4.150; 2.29
 4.100; 2.17
 4.150; 2.25
 4.100; 2.13
 4.237; 2.44
 4.010; 1.95
 4.010; 1.95
 4.010; 1.95
 4.150; 2.21
 4.225; 2.38
 3.896; 1.76
 3.988; 1.82
 3.988; 1.82
 3.988; 1.82
 4.200; 2.25
 4.167; 2.16
 4.010; 1.84
 4.030; 1.87
 5.750; 6.46
 4.030; 1.85
 4.237; 2.29
 4.212; 2.22
 4.250; 2.31
 4.350; 2.55
 4.062; 1.88
 4.040; 1.83
 4.133; 1.99
 4.150; 2.02
 4.075; 1.86
 4.075; 1.84
 4.267; 2.28
 4.183; 2.06
 4.117; 1.89
 3.914; 1.59
 4.087; 1.82
 4.167; 1.98
 4.800; 3.63
 4.133; 1.89
 4.062; 1.72
 3.945; 1.54
 3.945; 1.54
 3.945; 1.54
 3.975; 1.58
 3.914; 1.51
 3.923; 1.48
 3.969; 1.50
 3.918; 1.46
 4.010; 1.55
 3.828; 1.43
 4.050; 1.60
 4.020; 1.55
 3.975; 1.48
 4.167; 1.83
 3.888; 1.40
 3.975; 1.46
 3.988; 1.47
 3.988; 1.46
 4.062; 1.57
 3.941; 1.40
 3.988; 1.45
 3.956; 1.41
 4.183; 1.83
 3.994; 1.45
 4.030; 1.50
 4.020; 1.49
 3.975; 1.42
 4.117; 1.63
 3.932; 1.34
 3.844; 1.31
 4.237; 1.91
 4.020; 1.43
 3.923; 1.31
 3.975; 1.35
 4.062; 1.48
 3.888; 1.27
 3.956; 1.31
 3.941; 1.29
 3.847; 1.26
 3.877; 1.25
 3.981; 1.33
 3.909; 1.23
 3.918; 1.23
 4.075; 1.44
 5.350; 4.83
 3.881; 1.20
 3.885; 1.20
 3.885; 1.20
 3.885; 1.20
 3.936; 1.22
 3.881; 1.18
 3.950; 1.22
 3.945; 1.21
 4.010; 1.29
 3.945; 1.19
 3.932; 1.18
 3.963; 1.19
 3.941; 1.16
 3.850; 1.12
 3.900; 1.11
 3.900; 1.11
 3.877; 1.10
 3.877; 1.10
 3.877; 1.10
 3.941; 1.12
 3.936; 1.11
 3.936; 1.11
 4.010; 1.19
 3.854; 1.04
 4.267; 3.60
 4.267; 3.60
 4.267; 3.60
 4.150; 3.02
 4.133; 2.96
 4.133; 2.87
 4.100; 2.76
 4.133; 2.62
 4.150; 2.58
 4.167; 2.56
 4.167; 2.55
 4.117; 2.32
 4.100; 2.25
 4.075; 2.19
 4.133; 2.26
 4.117; 2.21
 4.100; 2.10
 4.075; 1.99
 4.050; 1.84
 4.050; 1.83
 3.994; 1.71
 4.030; 1.73
 4.062; 1.78
 4.062; 1.78
 3.975; 1.60
 4.000; 1.61
 4.010; 1.62
 3.994; 1.60
 4.000; 1.57
 3.981; 1.52
 3.945; 1.47
 3.981; 1.50
 3.994; 1.50
 3.969; 1.46
 4.062; 1.59
 3.900; 1.38
 3.963; 1.43
 3.945; 1.39
 3.994; 1.44
 4.010; 1.46
 3.994; 1.39
 3.975; 1.36
 3.975; 1.24
 3.956; 1.17
 3.945; 1.14
 3.847; 0.86
 3.892; 0.83
 3.825; 0.82
 3.825; 0.82
 3.825; 0.82
 3.892; 0.79
 3.869; 0.78
 3.869; 0.77
 3.862; 0.71
 3.865; 0.66
 3.819; 0.61
 3.837; 0.51
 3.800; 0.45
 3.806; 0.41
 3.789; 0.40
 4.150; 3.45
 4.050; 3.20
 4.020; 3.07
 4.800; 4.69
 3.988; 2.62
 4.100; 2.70
 4.117; 2.73
 4.200; 2.78
 4.050; 2.38
 4.000; 2.28
 4.183; 2.63
 4.100; 2.41
 4.183; 2.54
 4.450; 3.17
 3.981; 2.06
 4.020; 2.11
 4.030; 2.11
 4.030; 2.11
 4.030; 2.11
 3.994; 2.05
 4.325; 2.75
 4.200; 2.34
 4.030; 1.91
 4.040; 1.91
 3.945; 1.76
 3.969; 1.77
 3.892; 1.65
 3.956; 1.69
 4.167; 2.07
 3.896; 1.63
 4.267; 2.29
 4.030; 1.73
 4.100; 1.84
 3.956; 1.58
 3.956; 1.58
 3.956; 1.58
 4.075; 1.76
 3.956; 1.58
 3.956; 1.58
 3.956; 1.58
 4.133; 1.87
 4.133; 1.87
 4.075; 1.64
 4.000; 1.51
 3.994; 1.50
 4.075; 1.56
 3.981; 1.38
 3.892; 1.31
 4.050; 1.44
 3.981; 1.29
 4.020; 1.33
 3.945; 1.20
 3.900; 1.13
 3.900; 1.11
 3.900; 1.10
 4.133; 1.41
 3.945; 1.10
 3.945; 1.08
 3.862; 1.04
 3.862; 1.04
 3.862; 1.04
 3.862; 1.02
 3.862; 1.02
 3.862; 1.02
 4.010; 1.14
 3.945; 1.04
 3.945; 1.00
 3.945; 1.00
 3.862; 0.96
 4.010; 1.04
 3.732; 0.95
 5.950; 7.70
 4.075; 1.92
 3.559; 2.32
 3.702; 1.75
 3.756; 1.60
 3.963; 1.60
 3.822; 1.54
 3.773; 1.54
 3.767; 1.51
 4.030; 1.59
 3.715; 1.52
 4.030; 1.59
 3.927; 1.44
 3.927; 1.44
 3.927; 1.44
 3.905; 1.40
 3.710; 1.49
 3.708; 1.49
 3.963; 1.42
 3.715; 1.43
 3.881; 1.32
 3.715; 1.39
 3.769; 1.32
 3.704; 1.35
 3.725; 1.32
 3.963; 1.29
 3.896; 1.24
 3.896; 1.24
 3.896; 1.24
 3.950; 1.26
 3.950; 1.26
 3.712; 1.29
 3.793; 1.21
 3.728; 1.26
 3.732; 1.25
 3.945; 1.22
 3.717; 1.25
 3.700; 1.26
 3.737; 1.22
 3.755; 1.19
 3.737; 1.18
 4.030; 1.27
 3.873; 1.11
 3.873; 1.11
 3.873; 1.11
 3.844; 1.10
 3.744; 1.15
 3.877; 1.10
 3.877; 1.10
 3.877; 1.10
 3.918; 1.11
 3.834; 1.07
 3.786; 1.09
 3.896; 1.08
 3.888; 1.05
 3.862; 0.99
 3.862; 0.99
 3.862; 0.99
 3.828; 0.95
 3.854; 0.94
 3.854; 0.94
 3.854; 0.94
 3.892; 0.93
 3.837; 0.92
 3.837; 0.92
 3.837; 0.92
 3.932; 0.93
 3.850; 0.90
 3.850; 0.90
 3.850; 0.90
 3.941; 0.91
 3.816; 0.88
 3.873; 0.86
 3.881; 0.86
 3.888; 0.84
 3.841; 0.83
 3.841; 0.83
 3.841; 0.83
 3.777; 0.85
 3.800; 0.82
 3.850; 0.80
 3.854; 0.77
 3.869; 0.76
 3.841; 0.75
 3.847; 0.75
 3.773; 0.78
 3.885; 0.75
 3.850; 0.73
 3.822; 0.72
 3.822; 0.72
 3.822; 0.72
 3.885; 0.71
 3.869; 0.70
 3.847; 0.69
 3.900; 0.70
 3.745; 0.73
 3.888; 0.67
 3.803; 0.66
 3.803; 0.66
 3.803; 0.66
 3.834; 0.61
 3.793; 0.62
 3.789; 0.62
 3.764; 0.63
 3.914; 0.60
 3.914; 0.59
 3.800; 0.58
 3.800; 0.58
 3.800; 0.58
 3.858; 0.57
 3.837; 0.56
 3.850; 0.54
 3.900; 0.54
 3.816; 0.54
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.750; 0.53
 3.819; 0.49
 3.819; 0.47
 3.834; 0.46
 3.831; 0.45
 3.739; 0.49
 3.780; 0.46
 3.780; 0.46
 3.780; 0.46
 3.711; 0.51
 3.784; 0.44
 3.784; 0.44
 3.784; 0.44
 3.775; 0.42
 3.775; 0.42
 3.775; 0.42
 3.770; 0.42
 3.858; 0.38
 3.775; 0.40
 3.775; 0.40
 3.775; 0.40
 3.909; 0.37
 3.750; 0.40
 3.768; 0.37
 3.768; 0.37
 3.768; 0.37
 3.752; 0.37
 3.834; 0.33
 3.819; 0.32
 3.732; 0.38
 3.725; 0.38
 3.761; 0.33
 3.761; 0.33
 3.761; 0.33
 3.757; 0.33
 3.752; 0.33
 3.786; 0.31
 3.869; 0.26
 3.720; 0.33
 3.841; 0.25
 3.809; 0.19
 3.759; 0.19
 3.806; 0.16
 3.770; 0.08
 3.755; 0.06
 3.708; 2.21
 3.708; 2.21
 3.708; 2.21
 3.668; 1.93
 3.668; 1.93
 3.668; 1.93
 3.686; 1.80
 3.638; 1.82
 3.638; 1.82
 3.638; 1.82
 3.831; 1.51
 3.775; 1.53
 3.692; 1.59
 3.664; 1.63
 3.664; 1.63
 3.664; 1.63
 3.621; 1.68
 3.791; 1.34
 3.694; 1.35
 3.819; 1.23
 3.670; 1.37
 3.670; 1.37
 3.670; 1.37
 3.710; 1.28
 3.627; 1.48
 3.550; 1.88
 3.652; 1.35
 3.652; 1.35
 3.652; 1.35
 3.803; 1.15
 3.798; 1.15
 3.615; 1.44
 3.809; 1.05
 3.865; 1.03
 3.865; 1.03
 3.865; 1.03
 3.813; 1.04
 3.905; 1.03
 3.764; 1.04
 3.945; 1.05
 3.806; 1.01
 3.579; 1.53
 3.571; 1.58
 3.708; 1.08
 3.793; 1.00
 3.666; 1.16
 3.666; 1.16
 3.666; 1.16
 3.816; 0.99
 3.782; 1.00
 3.877; 0.97
 3.780; 0.98
 3.658; 1.15
 3.658; 1.15
 3.658; 1.15
 3.789; 0.95
 3.527; 1.80
 3.847; 0.91
 3.847; 0.91
 3.847; 0.91
 3.877; 0.91
 3.862; 0.91
 3.740; 0.96
 3.791; 0.92
 3.736; 0.95
 3.773; 0.92
 3.692; 1.00
 3.844; 0.87
 3.844; 0.87
 3.844; 0.87
 3.782; 0.89
 3.858; 0.84
 3.892; 0.82
 3.869; 0.80
 3.881; 0.78
 3.800; 0.80
 3.813; 0.77
 3.865; 0.76
 3.869; 0.76
 3.825; 0.74
 3.825; 0.74
 3.825; 0.74
 3.881; 0.73
 3.841; 0.70
 3.770; 0.72
 3.816; 0.70
 3.816; 0.70
 3.816; 0.70
 3.914; 0.71
 3.881; 0.68
 3.741; 0.73
 3.690; 0.78
 3.862; 0.65
 3.918; 0.67
 3.869; 0.65
 3.819; 0.63
 3.844; 0.62
 3.847; 0.61
 3.923; 0.62
 3.862; 0.60
 3.877; 0.59
 3.837; 0.58
 3.806; 0.59
 3.806; 0.59
 3.806; 0.59
 3.786; 0.60
 3.755; 0.62
 3.873; 0.58
 3.798; 0.57
 3.798; 0.57
 3.798; 0.57
 3.892; 0.56
 3.892; 0.55
 3.862; 0.54
 3.844; 0.54
 3.834; 0.54
 3.822; 0.54
 3.885; 0.54
 3.873; 0.53
 3.766; 0.55
 3.803; 0.52
 3.793; 0.51
 3.793; 0.51
 3.793; 0.51
 3.869; 0.49
 3.806; 0.49
 3.795; 0.49
 3.834; 0.48
 3.725; 0.54
 3.837; 0.47
 3.739; 0.51
 3.750; 0.49
 3.816; 0.45
 3.837; 0.44
 3.739; 0.48
 3.741; 0.48
 3.841; 0.42
 3.741; 0.47
 3.816; 0.43
 3.831; 0.42
 3.892; 0.41
 3.784; 0.42
 3.784; 0.42
 3.784; 0.42
 3.803; 0.41
 3.816; 0.41
 3.755; 0.43
 3.732; 0.46
 3.739; 0.45
 3.784; 0.40
 3.822; 0.38
 3.793; 0.39
 3.914; 0.38
 3.816; 0.37
 3.734; 0.42
 3.819; 0.35
 3.881; 0.34
 3.780; 0.36
 3.819; 0.33
 3.806; 0.33
 3.768; 0.35
 3.768; 0.35
 3.768; 0.35
 3.773; 0.34
 3.773; 0.34
 3.773; 0.34
 3.766; 0.34
 3.766; 0.34
 3.766; 0.34
 3.743; 0.35
 3.841; 0.30
 3.743; 0.33
 3.786; 0.30
 3.750; 0.32
 3.795; 0.29
 3.773; 0.29
 3.800; 0.26
 3.755; 0.28
 3.755; 0.28
 3.755; 0.28
 3.786; 0.24
 3.798; 0.23
 3.881; 0.21
 3.862; 0.20
 3.625; 0.49
 3.858; 0.17
 3.741; 0.22
 3.755; 0.17
 3.625; 0.42
 3.862; 0.11
 3.734; 0.17
 3.793; 0.12
 3.748; 0.13
 3.759; 0.13
 3.750; 0.12
 3.625; 0.37
 3.748; 0.09
 4.167; 3.62
 4.050; 3.15
 4.225; 3.47
 4.200; 3.22
 4.200; 3.22
 4.200; 3.22
 4.400; 3.70
 4.225; 3.14
 4.283; 3.23
 4.325; 3.31
 4.237; 3.07
 4.300; 2.89
 4.150; 2.30
 4.150; 2.27
 4.237; 2.28
 4.183; 2.10
 4.030; 1.74
 3.994; 1.67
 4.350; 2.42
 4.040; 1.70
 4.375; 2.47
 4.150; 1.92
 4.183; 1.99
 3.936; 1.47
 3.936; 1.47
 3.936; 1.47
 4.020; 1.53
 4.000; 1.46
 3.975; 1.42
 4.250; 1.94
 4.010; 1.38
 4.200; 1.72
 3.936; 1.24
 3.936; 1.21
 3.918; 1.14
 3.896; 1.10
 3.885; 1.06
 4.062; 2.27
 4.062; 2.27
 4.062; 2.27
 4.000; 1.94
 4.150; 2.21
 3.759; 1.84
 3.945; 1.82
 3.698; 1.88
 3.708; 1.86
 3.936; 1.75
 3.900; 1.69
 3.905; 1.66
 3.704; 1.72
 3.932; 1.62
 3.956; 1.63
 3.956; 1.63
 3.956; 1.63
 3.712; 1.67
 3.715; 1.59
 3.941; 1.53
 3.941; 1.53
 3.941; 1.53
 3.941; 1.53
 3.941; 1.53
 3.941; 1.53
 3.936; 1.52
 3.936; 1.52
 3.936; 1.52
 3.927; 1.48
 3.963; 1.50
 3.950; 1.42
 3.914; 1.31
 3.914; 1.31
 3.914; 1.31
 3.909; 1.30
 3.909; 1.30
 3.909; 1.30
 3.941; 1.32
 3.923; 1.31
 3.896; 1.25
 3.896; 1.25
 3.896; 1.25
 3.914; 1.23
 3.909; 1.22
 3.927; 1.23
 3.945; 1.20
 3.936; 1.19
 3.936; 1.15
 3.888; 1.12
 3.888; 1.11
 3.923; 1.12
 3.914; 1.11
 3.914; 1.10
 3.896; 1.06
 3.923; 1.07
 3.896; 1.03
 3.888; 1.03
 3.858; 1.02
 3.858; 1.02
 3.858; 1.02
 3.909; 1.01
 3.896; 1.01
 3.877; 0.95
 3.885; 0.94
 3.963; 0.98
 3.905; 0.92
 3.869; 0.89
 3.905; 0.89
 3.834; 0.83
 3.834; 0.83
 3.834; 0.83
 3.854; 0.81
 3.881; 0.80
 3.869; 0.74
 3.825; 0.73
 3.825; 0.73
 3.825; 0.73
 3.850; 0.72
 3.869; 0.72
 3.841; 0.71
 3.858; 0.68
 3.854; 0.66
 3.858; 0.66
 3.803; 0.62
 3.803; 0.62
 3.803; 0.62
 3.837; 0.60
 3.813; 0.58
 3.828; 0.56
 3.834; 0.51
 3.822; 0.49
 3.795; 0.49
 3.806; 0.27
 3.803; 0.23
 3.777; 0.23
 3.795; 0.21
 3.822; 0.18
 3.800; 0.17
 3.775; 0.16
 3.761; 0.17
 3.795; 0.12
 3.748; 0.08
 3.761;-0.02
 3.828;-0.10
 3.773;-0.13
 3.750;-0.18
 3.816;-0.25
 3.755;-0.23
 3.764;-0.27
 3.803;-0.29
 3.755;-0.27
 3.727;-0.24
 3.743;-0.34
 3.653;-0.19
 3.653;-0.19
 3.653;-0.19
 3.677;-0.57
 3.675;-0.58
 3.655;-0.74
 3.570; 3.04
 3.756; 2.45
 3.756; 2.45
 3.756; 2.45
 3.618; 2.75
 3.618; 2.75
 3.618; 2.75
 3.981; 2.47
 3.674; 2.53
 3.674; 2.53
 3.674; 2.53
 3.628; 2.67
 3.628; 2.67
 3.628; 2.67
 3.950; 2.40
 4.000; 2.44
 3.941; 2.37
 3.923; 2.35
 3.994; 2.42
 4.000; 2.42
 3.623; 2.64
 3.623; 2.64
 3.623; 2.64
 3.988; 2.40
 3.652; 2.53
 3.652; 2.53
 3.652; 2.53
 3.721; 2.39
 3.721; 2.39
 3.721; 2.39
 3.975; 2.38
 3.936; 2.31
 3.923; 2.29
 3.608; 2.62
 3.608; 2.62
 3.608; 2.62
 3.625; 2.56
 3.625; 2.56
 3.625; 2.56
 3.650; 2.45
 3.650; 2.45
 3.650; 2.45
 3.936; 2.26
 3.956; 2.28
 3.668; 2.38
 3.668; 2.38
 3.668; 2.38
 3.994; 2.29
 3.678; 2.34
 3.678; 2.34
 3.678; 2.34
 3.975; 2.25
 4.030; 2.32
 4.000; 2.27
 3.668; 2.34
 3.668; 2.34
 3.668; 2.34
 4.000; 2.26
 4.000; 2.26
 3.690; 2.28
 3.690; 2.28
 3.690; 2.28
 3.731; 2.21
 3.969; 2.21
 3.956; 2.19
 3.660; 2.33
 3.660; 2.33
 3.660; 2.33
 4.075; 2.36
 4.075; 2.36
 4.075; 2.36
 3.678; 2.28
 3.678; 2.28
 3.678; 2.28
 3.690; 2.25
 3.690; 2.25
 3.690; 2.25
 4.000; 2.22
 3.652; 2.33
 3.652; 2.33
 3.652; 2.33
 3.927; 2.14
 3.975; 2.18
 3.674; 2.27
 3.674; 2.27
 3.674; 2.27
 3.988; 2.18
 4.020; 2.22
 4.000; 2.18
 3.963; 2.13
 4.000; 2.18
 3.956; 2.11
 3.994; 2.15
 3.994; 2.12
 3.988; 2.11
 3.994; 2.11
 3.994; 2.10
 4.075; 2.22
 4.050; 2.17
 4.050; 2.17
 4.050; 2.17
 3.945; 2.01
 3.994; 2.06
 3.994; 2.04
 3.994; 2.02
 3.956; 1.94
 4.000; 1.99
 3.994; 1.98
 3.994; 1.97
 4.075; 2.10
 4.000; 1.96
 4.000; 1.95
 3.969; 1.91
 4.050; 2.02
 4.030; 1.98
 3.963; 1.87
 3.988; 1.89
 3.994; 1.90
 4.030; 1.95
 4.020; 1.93
 4.062; 2.00
 3.975; 1.86
 4.133; 2.13
 4.040; 1.94
 4.020; 1.91
 3.963; 1.83
 4.167; 2.18
 4.010; 1.87
 4.010; 1.86
 3.988; 1.82
 3.988; 1.82
 3.988; 1.82
 3.963; 1.79
 3.988; 1.82
 3.988; 1.82
 3.988; 1.82
 3.994; 1.82
 3.994; 1.82
 3.994; 1.82
 4.000; 1.82
 3.969; 1.78
 4.062; 1.92
 4.040; 1.88
 4.030; 1.87
 4.062; 1.92
 3.994; 1.78
 3.981; 1.76
 3.981; 1.76
 3.981; 1.76
 4.000; 1.77
 4.010; 1.76
 4.100; 1.92
 3.994; 1.73
 3.950; 1.66
 3.994; 1.71
 4.000; 1.72
 4.000; 1.70
 3.969; 1.64
 4.020; 1.71
 4.010; 1.70
 3.969; 1.64
 4.000; 1.67
 3.936; 1.58
 3.994; 1.62
 4.000; 1.61
 4.020; 1.63
 3.981; 1.57
 3.975; 1.56
 4.020; 1.61
 4.020; 1.61
 3.969; 1.54
 3.975; 1.53
 3.932; 1.48
 3.932; 1.48
 3.932; 1.48
 3.975; 1.50
 4.010; 1.54
 4.062; 1.60
 4.030; 1.54
 3.932; 1.40
 3.994; 1.43
 3.969; 1.38
 3.994; 1.38
 3.945; 1.30
 4.000; 1.35
 3.963; 1.29
 3.994; 1.32
 3.945; 1.19
 3.956; 1.18
 4.087; 2.54
 4.040; 2.10
 4.040; 2.10
 4.040; 2.10
 4.075; 2.14
 4.150; 2.07
 4.250; 2.25
 4.075; 1.84
 3.927; 1.35
 3.941; 1.19
 3.945; 1.18
 4.010; 1.24
 3.936; 0.99
 3.881; 0.90
 3.877; 0.88
 3.892; 0.88
 3.909; 0.73
 3.854; 0.68
 3.858; 0.65
 3.881; 0.62
 3.798; 0.45
 3.806; 0.45
 3.766; 0.43
 3.791; 0.37
 3.766; 0.35
 3.766; 0.35
 3.766; 0.35
 3.806; 0.31
 3.793; 0.22
 3.782; 0.16
 3.752; 0.16
 3.795; 0.13
 3.764; 0.09
 3.759; 0.08
 3.428; 3.57
 3.638; 2.31
 3.638; 2.31
 3.638; 2.31
 3.591; 2.50
 3.617; 2.22
 3.617; 2.22
 3.617; 2.22
 3.742; 1.93
 3.698; 1.89
 3.660; 1.96
 3.660; 1.96
 3.660; 1.96
 3.782; 1.73
 3.744; 1.75
 3.604; 2.07
 3.888; 1.67
 3.692; 1.73
 3.731; 1.60
 3.847; 1.53
 3.737; 1.58
 3.862; 1.47
 3.923; 1.48
 3.900; 1.45
 3.771; 1.43
 3.782; 1.40
 3.975; 1.44
 3.793; 1.38
 3.676; 1.49
 3.786; 1.34
 3.975; 1.39
 3.941; 1.34
 4.133; 1.64
 4.050; 1.46
 3.950; 1.29
 4.133; 1.60
 4.117; 1.52
 3.932; 1.23
 3.918; 1.21
 3.936; 1.21
 3.873; 1.17
 3.981; 1.24
 3.969; 1.21
 4.010; 1.26
 3.945; 1.16
 4.075; 1.34
 3.923; 1.13
 3.713; 1.16
 3.819; 1.06
 3.770; 1.08
 3.865; 1.04
 3.865; 1.04
 3.865; 1.04
 3.988; 1.13
 3.746; 1.07
 3.877; 1.02
 3.988; 1.10
 3.885; 1.01
 3.744; 1.05
 4.020; 1.13
 3.885; 0.99
 3.941; 1.02
 3.914; 1.00
 3.918; 1.00
 3.914; 0.99
 3.723; 1.05
 3.888; 0.97
 3.831; 0.97
 4.000; 1.07
 3.750; 1.01
 3.994; 1.05
 3.732; 1.02
 3.877; 0.94
 3.854; 0.94
 3.854; 0.94
 3.854; 0.94
 3.885; 0.93
 3.819; 0.93
 3.791; 0.94
 3.854; 0.90
 3.950; 0.95
 3.892; 0.91
 3.816; 0.90
 3.963; 0.92
 3.752; 0.88
 3.834; 0.85
 3.834; 0.85
 3.834; 0.85
 3.844; 0.84
 3.761; 0.87
 3.822; 0.84
 3.752; 0.86
 3.877; 0.82
 3.822; 0.82
 3.822; 0.82
 3.822; 0.82
 3.932; 0.84
 3.834; 0.81
 3.834; 0.81
 3.834; 0.81
 3.941; 0.84
 3.847; 0.79
 3.784; 0.79
 3.869; 0.77
 3.791; 0.78
 3.850; 0.75
 3.869; 0.76
 3.752; 0.79
 3.795; 0.77
 3.892; 0.75
 3.782; 0.77
 3.850; 0.74
 3.831; 0.74
 3.881; 0.72
 3.932; 0.75
 3.791; 0.73
 3.784; 0.74
 3.844; 0.69
 3.881; 0.69
 3.896; 0.69
 3.775; 0.71
 3.837; 0.68
 3.847; 0.67
 3.800; 0.68
 3.885; 0.67
 3.841; 0.67
 3.789; 0.68
 3.745; 0.71
 3.795; 0.66
 3.841; 0.64
 3.755; 0.68
 3.885; 0.64
 3.858; 0.64
 3.828; 0.64
 3.950; 0.66
 3.739; 0.66
 3.780; 0.62
 3.782; 0.62
 3.822; 0.60
 3.865; 0.59
 3.702; 0.68
 3.885; 0.58
 3.850; 0.57
 3.828; 0.58
 3.800; 0.58
 3.800; 0.58
 3.800; 0.58
 3.905; 0.58
 3.806; 0.58
 3.806; 0.58
 3.806; 0.58
 3.730; 0.63
 3.885; 0.55
 3.873; 0.55
 3.806; 0.56
 3.877; 0.55
 3.865; 0.54
 3.828; 0.55
 3.918; 0.55
 3.816; 0.54
 3.892; 0.52
 3.914; 0.53
 3.892; 0.52
 4.000; 0.62
 3.862; 0.51
 3.828; 0.52
 3.761; 0.55
 3.809; 0.52
 3.873; 0.50
 3.819; 0.49
 3.834; 0.48
 3.734; 0.54
 3.862; 0.47
 3.766; 0.50
 3.784; 0.48
 3.784; 0.48
 3.784; 0.48
 3.837; 0.46
 3.770; 0.46
 3.825; 0.44
 3.816; 0.44
 3.819; 0.44
 3.745; 0.47
 3.837; 0.42
 3.806; 0.43
 3.819; 0.42
 3.837; 0.41
 3.881; 0.40
 3.720; 0.47
 3.720; 0.47
 3.850; 0.39
 3.766; 0.42
 3.773; 0.42
 3.773; 0.42
 3.773; 0.42
 3.739; 0.43
 3.809; 0.39
 3.759; 0.41
 3.914; 0.39
 3.877; 0.37
 3.877; 0.36
 3.892; 0.36
 3.789; 0.37
 3.800; 0.36
 3.881; 0.35
 3.918; 0.37
 3.837; 0.35
 3.803; 0.36
 3.896; 0.35
 3.950; 0.38
 3.803; 0.36
 3.789; 0.35
 3.798; 0.34
 3.795; 0.34
 3.828; 0.33
 3.782; 0.35
 3.862; 0.32
 3.791; 0.34
 3.847; 0.32
 3.819; 0.31
 3.780; 0.32
 3.825; 0.30
 3.854; 0.30
 3.888; 0.30
 3.844; 0.29
 3.828; 0.30
 3.806; 0.31
 3.789; 0.30
 3.847; 0.28
 3.885; 0.28
 3.841; 0.27
 3.841; 0.27
 3.873; 0.26
 3.873; 0.25
 3.831; 0.25
 3.761; 0.28
 3.761; 0.28
 3.761; 0.28
 3.800; 0.24
 3.877; 0.22
 3.825; 0.21
 3.732; 0.26
 3.770; 0.23
 3.819; 0.21
 3.819; 0.21
 3.825; 0.20
 3.714; 0.28
 3.819; 0.19
 3.828; 0.19
 3.803; 0.20
 3.775; 0.21
 3.806; 0.19
 3.784; 0.20
 3.750; 0.20
 3.750; 0.20
 3.750; 0.20
 3.806; 0.16
 3.705; 0.25
 3.825; 0.15
 3.750; 0.18
 3.750; 0.18
 3.750; 0.18
 3.777; 0.14
 3.806; 0.12
 3.750; 0.14
 3.837; 0.09
 3.782; 0.11
 3.803; 0.10
 3.773; 0.11
 3.745; 0.12
 3.741; 0.12
 3.741; 0.12
 3.741; 0.12
 3.766; 0.10
 3.725; 0.14
 3.757; 0.10
 3.761; 0.09
 3.736; 0.11
 3.736; 0.11
 3.736; 0.11
 3.775; 0.08
 3.819; 0.05
 3.798; 0.06
 3.755; 0.08
 3.798; 0.05
 3.693; 0.15
 3.766; 0.06
 3.734; 0.08
 3.734; 0.08
 3.734; 0.08
 3.825; 0.02
 3.750; 0.06
 3.800; 0.02
 3.709; 0.10
 3.795; 0.03
 3.720; 0.09
